Date,Purchase/Sale,Country,Currency,Net,VAT
2020/7/13,sele,Poland,GBP,703.2,168.77
2020/2/6,Purchase,PL,GBP,658.75,138.34
2020/11/11,purchase,US,GBP,555.96,88.95
2020/5/18,PURCHASE,CZ,EUR,532.23,79.83
2020/1/19,sele,US,PLN,250.38,47.57
2020/6/27,Purchase,Poland,USD,34.29,4.46
2020/1/21,sale,ZA,EUR,649.86,155.97
2020/9/4,purchase,GB,AED,448.64,98.7
2020/10/26,PURCHASE,US,AED,393.82,70.89
2020/6/25,sele,GB,AED,260.71,52.14
2020/2/18,PURCHASE,PL,USD,464.79,92.96
2020/12/8,sele,CZ,PLN,391.01,54.74
2020/7/14,Sale,PL,ZAR,328.67,78.88
2020/9/22,parchase,PL,PLN,572.41,103.03
2020/11/20,SALE,IT,AED,86.16,11.2
2020/4/25,sele,Poland,EUR,587.63,94.02
2020/3/3,sele,Italy,EUR,293.25,38.12
2020/5/19,sale,Great Britain,USD,455.51,72.88
2020/4/27,Sale,CZ,USD,484.23,111.37
2020/5/11,sele,PL,EUR,564.55,118.56
2020/10/3,Sale,Poland,PLN,755.02,120.8
2020/10/13,parchase,ZA,ZAR,770.69,169.55
2020/7/25,Purchase,ZA,GBP,547.43,104.01
2020/3/7,SALE,US,GBP,450.79,67.62
2020/12/29,Purchase,Italy,CZK,484.75,58.17
2020/7/18,Sale,Great Britain,AED,251.6,62.9
2020/10/4,Sale,PL,USD,19.5,4.09
2020/8/19,SALE,Poland,PLN,699.45,104.92
2020/6/19,Sale,CZ,CZK,21.77,5.22
2020/5/4,sale,Great Britain,PLN,231.52,50.93
2020/6/2,purchase,IT,EUR,230.16,39.13
2020/7/12,SALE,IT,PLN,760.6,159.73
2020/1/24,Purchase,CZ,CZK,73.21,16.11
2020/11/25,Sale,AE,AED,579.13,98.45
2020/5/21,purchase,United States,USD,452.42,63.34
2020/1/20,PURCHASE,US,USD,259.14,31.1
2020/1/18,sele,ZA,ZAR,275.2,46.78
2020/5/1,parchase,Poland,AED,702.0,91.26
2020/4/25,Purchase,United States,GBP,199.06,41.8
2020/12/19,PURCHASE,CZ,EUR,301.32,39.17
2020/6/26,purchase,US,CZK,424.93,50.99
2020/2/22,purchase,AE,AED,282.75,36.76
2020/10/24,PURCHASE,ZA,AED,206.87,41.37
2020/3/15,Purchase,GB,GBP,195.11,31.22
2020/6/20,sale,CZ,GBP,238.03,47.61
2020/2/10,purchase,US,USD,415.28,74.75
2020/7/5,sale,CZ,ZAR,589.4,100.2
2020/12/15,Purchase,AE,AED,799.63,95.96
2020/5/18,sele,CZ,EUR,732.26,102.52
2020/7/6,PURCHASE,IT,CZK,473.69,75.79
2020/9/16,sale,PL,PLN,272.54,46.33
2020/11/1,sele,Poland,GBP,169.35,30.48
2020/5/21,sele,IT,ZAR,24.29,3.89
2020/5/14,Sale,PL,EUR,218.26,28.37
2020/6/29,purchase,US,AED,774.74,108.46
2020/2/5,Sale,PL,AED,23.0,4.6
2020/8/17,purchase,ZA,CZK,504.88,111.07
2020/1/15,sele,Great Britain,CZK,384.09,57.61
2020/12/7,PURCHASE,Great Britain,EUR,390.03,46.8
2020/4/17,SALE,GB,AED,445.03,75.66
2020/2/17,Purchase,AE,AED,612.57,98.01
2020/2/3,purchase,AE,ZAR,431.33,81.95
2020/10/1,Purchase,Poland,GBP,90.83,19.98
2020/11/6,parchase,United States,CZK,499.38,84.89
2020/4/13,sele,ZA,GBP,697.68,90.7
2020/12/4,parchase,PL,EUR,242.56,36.38
2020/4/11,purchase,ZA,USD,750.49,157.6
2020/9/20,sele,Great Britain,PLN,487.26,116.94
2020/4/21,SALE,United States,GBP,467.05,88.74
2020/8/1,Sale,Italy,GBP,260.76,59.97
2020/8/7,SALE,IT,GBP,516.54,72.32
2020/6/6,Sale,CZ,ZAR,413.35,86.8
2020/6/6,sale,Great Britain,GBP,334.28,43.46
2020/4/6,parchase,United States,CZK,139.74,34.94
2020/2/15,sale,Italy,CZK,90.03,12.6
2020/5/10,sale,PL,ZAR,66.24,15.9
2020/11/12,PURCHASE,Italy,GBP,748.78,179.71
2020/7/28,Sale,GB,CZK,608.67,109.56
2020/9/13,SALE,Poland,PLN,208.5,47.96
2020/1/8,Sale,Poland,GBP,461.39,96.89
2020/8/3,PURCHASE,US,PLN,643.74,128.75
2020/7/16,sele,Italy,GBP,556.81,122.5
2020/10/29,Sale,IT,PLN,748.87,127.31
2020/1/10,Purchase,Great Britain,PLN,45.92,6.89
2020/10/10,sale,Poland,CZK,785.7,196.43
2020/8/22,PURCHASE,US,GBP,199.16,41.82
2020/6/27,sale,PL,USD,574.82,109.22
2020/5/25,PURCHASE,AE,CZK,346.67,65.87
2020/5/1,sele,US,EUR,387.85,96.96
2020/12/4,sele,PL,GBP,664.67,166.17
2020/6/2,sale,Italy,CZK,760.53,106.47
2020/2/18,sale,GB,CZK,527.99,84.48
2020/4/6,purchase,Poland,CZK,650.33,91.05
2020/10/26,parchase,IT,AED,235.11,44.67
2020/9/3,sale,IT,USD,624.52,156.13
2020/2/3,Sale,Great Britain,GBP,539.1,123.99
2020/3/16,purchase,GB,CZK,649.58,103.93
2020/12/10,PURCHASE,GB,AED,84.86,20.37
2020/4/9,PURCHASE,IT,AED,235.99,40.12
2020/3/15,sele,AE,EUR,155.05,35.66
2020/11/9,PURCHASE,GB,ZAR,539.81,113.36
2020/7/25,SALE,PL,USD,392.84,55.0
2020/6/20,parchase,US,ZAR,149.87,19.48
2020/6/21,Sale,PL,GBP,508.59,96.63
2020/1/28,Purchase,United States,GBP,254.28,45.77
2020/10/28,Purchase,GB,GBP,275.73,49.63
2020/4/25,Sale,ZA,GBP,780.5,163.91
2020/12/28,PURCHASE,PL,USD,553.31,99.6
2020/2/20,parchase,ZA,AED,430.72,90.45
2020/2/14,Purchase,Italy,ZAR,796.33,135.38
2020/6/10,SALE,IT,AED,726.78,116.28
2020/4/24,PURCHASE,United States,ZAR,60.58,15.14
2020/2/26,sele,Poland,ZAR,629.04,119.52
2020/10/18,sale,PL,USD,714.13,157.11
2020/7/19,purchase,Italy,USD,153.2,33.7
2020/5/22,Sale,Great Britain,GBP,62.5,14.38
2020/11/21,parchase,US,EUR,657.88,151.31
2020/7/11,SALE,Italy,GBP,747.89,112.18
2020/4/24,sale,CZ,USD,9.74,1.36
2020/3/5,sale,AE,GBP,247.27,42.04
2020/9/4,parchase,IT,AED,43.98,8.8
2020/1/19,sale,AE,ZAR,595.14,124.98
2020/7/23,sale,United States,USD,225.93,29.37
2020/7/4,purchase,ZA,AED,354.59,46.1
2020/9/2,sele,Poland,GBP,167.45,31.82
2020/5/27,sele,Great Britain,USD,782.52,148.68
2020/3/17,parchase,Great Britain,CZK,352.42,63.44
2020/10/25,Sale,Great Britain,EUR,292.53,52.66
2020/5/1,purchase,Poland,GBP,675.64,81.08
2020/2/6,Purchase,AE,ZAR,301.69,42.24
2020/8/24,purchase,ZA,EUR,120.83,15.71
2020/4/11,sele,Great Britain,AED,474.57,75.93
2020/8/28,sale,IT,PLN,279.18,41.88
2020/9/8,PURCHASE,Italy,AED,75.49,18.12
2020/3/14,purchase,Great Britain,AED,748.06,134.65
2020/7/29,SALE,Poland,EUR,27.66,5.26
2020/7/3,Purchase,IT,PLN,180.35,45.09
2020/4/12,purchase,PL,USD,349.12,80.3
2020/10/9,sele,United States,AED,696.62,90.56
2020/10/17,purchase,IT,GBP,205.33,51.33
2020/6/18,PURCHASE,AE,ZAR,802.09,176.46
2020/6/17,sale,US,PLN,594.67,71.36
2020/2/15,sele,Poland,PLN,231.91,44.06
2020/2/1,Sale,Italy,ZAR,62.18,11.81
2020/10/9,sele,AE,ZAR,113.37,28.34
2020/7/4,sale,Poland,EUR,409.54,49.14
2020/6/7,Purchase,US,AED,474.06,85.33
2020/1/22,PURCHASE,PL,GBP,725.75,116.12
2020/4/25,PURCHASE,AE,PLN,84.31,18.55
2020/8/12,purchase,Great Britain,ZAR,319.66,79.92
2020/8/29,sele,ZA,EUR,608.13,127.71
2020/2/8,Purchase,Great Britain,USD,453.68,99.81
2020/7/2,Purchase,IT,PLN,727.01,94.51
2020/8/8,sale,US,GBP,479.58,91.12
2020/8/23,sale,PL,CZK,378.6,64.36
2020/4/24,parchase,Poland,AED,94.84,18.02
2020/2/16,Purchase,US,USD,758.68,98.63
2020/12/26,Purchase,AE,PLN,200.91,26.12
2020/10/9,Sale,Poland,AED,306.12,42.86
2020/11/21,purchase,PL,USD,442.44,92.91
2020/7/28,Sale,GB,AED,659.99,79.2
2020/3/2,purchase,Poland,AED,60.9,13.4
2020/11/7,purchase,Italy,ZAR,386.8,77.36
2020/7/20,PURCHASE,CZ,PLN,621.52,111.87
2020/2/3,Sale,Poland,USD,652.29,143.5
2020/10/21,Sale,Italy,USD,515.51,67.02
2020/2/14,SALE,Great Britain,CZK,499.94,69.99
2020/2/3,PURCHASE,Poland,GBP,249.32,32.41
2020/1/26,Sale,GB,EUR,426.86,98.18
2020/7/13,purchase,Italy,EUR,803.08,176.68
2020/12/9,sale,United States,AED,109.08,21.82
2020/10/2,Sale,Poland,GBP,79.1,14.24
2020/11/4,Purchase,Italy,PLN,197.5,27.65
2020/5/25,Sale,US,EUR,606.9,115.31
2020/9/13,PURCHASE,AE,PLN,503.77,80.6
2020/2/25,sele,Poland,AED,329.87,79.17
2020/6/29,sale,ZA,EUR,577.46,75.07
2020/4/24,purchase,US,AED,648.55,77.83
2020/2/5,parchase,US,CZK,596.05,125.17
2020/1/23,parchase,Great Britain,PLN,557.04,94.7
2020/3/20,SALE,ZA,PLN,278.99,55.8
2020/7/3,sale,CZ,PLN,797.46,159.49
2020/6/14,sele,Italy,PLN,48.51,8.73
2020/1/10,Sale,ZA,ZAR,607.05,97.13
2020/5/13,sele,Italy,AED,235.53,44.75
2020/9/27,purchase,ZA,PLN,315.78,44.21
2020/11/20,Sale,ZA,PLN,187.46,43.12
2020/5/11,Sale,Italy,CZK,112.5,15.75
2020/12/18,PURCHASE,IT,GBP,705.87,98.82
2020/7/6,SALE,US,GBP,522.78,115.01
2020/4/2,Sale,GB,EUR,69.98,9.8
2020/1/13,sele,ZA,ZAR,189.14,22.7
2020/12/3,SALE,GB,CZK,145.46,30.55
2020/9/4,sele,Poland,CZK,637.67,95.65
2020/3/23,PURCHASE,ZA,USD,464.95,92.99
2020/5/10,PURCHASE,US,EUR,372.21,70.72
2020/8/10,Purchase,AE,USD,23.66,3.55
2020/3/17,Sale,GB,PLN,808.13,177.79
2020/5/19,SALE,Italy,GBP,339.75,71.35
2020/7/14,parchase,IT,ZAR,589.35,117.87
2020/7/19,Sale,PL,EUR,779.2,163.63
2020/2/26,PURCHASE,Italy,AED,477.22,81.13
2020/10/2,sele,AE,GBP,259.52,31.14
2020/8/21,Purchase,Poland,PLN,688.04,82.56
2020/4/24,Sale,United States,GBP,544.84,92.62
2020/2/9,sele,Poland,USD,305.3,67.17
2020/3/25,parchase,United States,AED,443.23,88.65
2020/11/23,sele,Poland,ZAR,188.6,28.29
2020/9/2,sale,PL,USD,716.32,114.61
2020/10/7,Sale,US,EUR,409.61,73.73
2020/2/16,purchase,United States,PLN,438.99,105.36
2020/8/21,SALE,US,CZK,328.0,49.2
2020/11/21,purchase,Italy,PLN,397.19,91.35
2020/7/15,PURCHASE,Italy,PLN,228.23,57.06
2020/12/28,purchase,IT,CZK,371.45,66.86
2020/4/13,Purchase,ZA,EUR,525.15,131.29
2020/1/22,Sale,United States,GBP,427.68,76.98
2020/7/20,sale,GB,CZK,226.14,52.01
2020/10/8,purchase,ZA,PLN,551.22,115.76
2020/10/10,parchase,AE,GBP,684.23,130.0
2020/11/3,parchase,Poland,PLN,19.43,3.69
2020/7/10,Purchase,Great Britain,CZK,544.62,114.37
2020/12/1,parchase,Italy,EUR,742.03,133.57
2020/11/3,sale,ZA,PLN,527.37,110.75
2020/2/15,parchase,GB,ZAR,765.41,153.08
2020/11/20,sele,IT,EUR,105.06,22.06
2020/1/26,purchase,US,USD,13.95,2.51
2020/7/19,sele,US,AED,491.68,68.84
2020/6/7,sale,Great Britain,AED,367.47,58.8
2020/4/8,sale,Poland,ZAR,383.54,80.54
2020/5/12,SALE,CZ,EUR,554.63,133.11
2020/6/2,Purchase,PL,GBP,97.1,21.36
2020/5/17,SALE,GB,PLN,768.54,92.22
2020/2/7,Purchase,AE,AED,622.36,149.37
2020/11/28,PURCHASE,IT,PLN,773.67,131.52
2020/5/24,sale,CZ,ZAR,800.36,192.09
2020/11/6,sale,IT,ZAR,133.52,28.04
2020/7/23,Sale,PL,CZK,351.53,63.28
2020/2/21,Purchase,ZA,CZK,201.83,50.46
2020/10/22,sele,United States,AED,582.14,128.07
2020/1/1,Purchase,United States,AED,770.13,92.42
2020/4/29,Purchase,CZ,ZAR,794.13,158.83
2020/6/25,PURCHASE,PL,USD,564.12,107.18
2020/2/10,Sale,PL,USD,627.92,75.35
2020/10/22,parchase,ZA,GBP,750.93,120.15
2020/5/22,parchase,PL,GBP,472.94,113.51
2020/1/23,PURCHASE,Great Britain,USD,566.07,73.59
2020/11/18,PURCHASE,IT,EUR,154.31,33.95
2020/9/10,parchase,Italy,EUR,569.0,119.49
2020/9/16,SALE,IT,AED,555.23,122.15
2020/12/13,sele,United States,PLN,703.12,84.37
2020/8/15,PURCHASE,Great Britain,PLN,720.04,93.61
2020/3/18,purchase,PL,AED,256.82,33.39
2020/9/24,PURCHASE,CZ,PLN,761.64,159.94
2020/10/12,sale,Poland,USD,193.89,23.27
2020/2/22,PURCHASE,United States,GBP,195.85,31.34
2020/4/4,parchase,AE,ZAR,105.45,20.04
2020/3/12,Sale,PL,USD,581.07,127.84
2020/9/17,Sale,US,GBP,799.75,135.96
2020/3/16,sale,AE,AED,637.94,127.59
2020/1/9,PURCHASE,PL,CZK,35.01,8.4
2020/10/3,parchase,PL,CZK,428.31,98.51
2020/10/23,sale,Italy,CZK,654.34,85.06
2020/5/20,SALE,United States,ZAR,555.96,100.07
2020/12/8,sele,ZA,PLN,298.75,65.72
2020/6/4,parchase,Great Britain,EUR,69.98,16.8
2020/11/18,SALE,AE,ZAR,261.28,36.58
2020/1/17,sele,US,GBP,173.75,31.27
2020/5/9,Sale,ZA,EUR,583.98,140.16
2020/8/17,SALE,US,ZAR,770.57,92.47
2020/9/28,parchase,US,PLN,652.41,130.48
2020/4/19,purchase,Great Britain,PLN,809.35,153.78
2020/12/6,Purchase,Italy,USD,370.99,85.33
2020/7/22,Sale,AE,EUR,307.85,40.02
2020/10/1,SALE,IT,AED,686.74,116.75
2020/10/12,SALE,CZ,EUR,709.09,163.09
2020/7/19,purchase,Italy,EUR,273.72,35.58
2020/3/29,PURCHASE,Great Britain,EUR,254.86,33.13
2020/7/11,Sale,IT,ZAR,469.75,103.34
2020/9/22,sale,PL,CZK,688.04,82.56
2020/6/26,purchase,CZ,USD,420.8,92.58
2020/6/24,SALE,ZA,GBP,384.03,69.13
2020/11/8,Sale,Poland,PLN,706.94,84.83
2020/2/21,sele,Poland,GBP,132.07,15.85
2020/10/12,parchase,US,AED,592.57,124.44
2020/7/20,purchase,CZ,ZAR,390.11,46.81
2020/11/8,parchase,Italy,EUR,597.52,107.55
2020/6/17,PURCHASE,GB,CZK,576.66,69.2
2020/8/16,sale,PL,ZAR,695.31,104.3
2020/5/8,PURCHASE,US,PLN,70.84,11.33
2020/7/23,parchase,Italy,EUR,511.68,122.8
2020/12/17,Sale,PL,EUR,205.42,43.14
2020/12/5,parchase,CZ,ZAR,210.32,42.06
2020/11/11,Sale,ZA,ZAR,742.98,148.6
2020/3/29,sale,Poland,EUR,591.64,106.5
2020/8/17,SALE,Italy,PLN,184.66,33.24
2020/3/26,purchase,IT,USD,48.38,7.26
2020/4/8,Purchase,PL,GBP,465.33,83.76
2020/1/18,sale,PL,PLN,296.97,41.58
2020/2/4,Sale,PL,USD,520.22,114.45
2020/3/1,parchase,IT,PLN,669.08,93.67
2020/10/5,SALE,ZA,EUR,310.28,65.16
2020/8/27,Sale,AE,AED,156.1,26.54
2020/5/16,Purchase,CZ,PLN,508.99,71.26
2020/2/26,sale,Great Britain,USD,432.54,99.48
2020/3/29,PURCHASE,PL,AED,409.16,81.83
2020/3/25,parchase,IT,CZK,645.26,96.79
2020/5/5,Purchase,IT,GBP,389.21,58.38
2020/6/9,PURCHASE,CZ,USD,460.22,105.85
2020/5/10,Purchase,Italy,USD,792.53,134.73
2020/7/18,Sale,United States,GBP,412.46,82.49
2020/2/19,purchase,Great Britain,USD,681.67,149.97
2020/5/7,Sale,US,GBP,226.96,43.12
2020/11/9,parchase,CZ,GBP,266.53,31.98
2020/12/16,sele,US,ZAR,667.27,106.76
2020/6/20,sale,Poland,CZK,461.44,83.06
2020/5/7,PURCHASE,Italy,AED,450.7,99.15
2020/10/14,sele,ZA,USD,391.35,82.18
2020/3/8,Sale,ZA,GBP,40.0,6.8
2020/12/20,PURCHASE,AE,CZK,608.91,103.51
2020/4/16,PURCHASE,GB,ZAR,23.08,5.54
2020/11/4,PURCHASE,AE,ZAR,804.03,201.01
2020/9/5,SALE,GB,PLN,805.49,201.37
2020/2/25,Purchase,PL,GBP,108.8,18.5
2020/1/5,PURCHASE,Great Britain,USD,756.06,173.89
2020/4/1,Purchase,United States,GBP,788.32,181.31
2020/6/11,sale,Great Britain,PLN,673.34,141.4
2020/7/7,Purchase,GB,EUR,595.95,119.19
2020/7/21,sele,US,GBP,693.7,124.87
2020/1/26,SALE,Poland,AED,102.9,19.55
2020/3/11,PURCHASE,ZA,CZK,190.07,26.61
2020/3/16,parchase,CZ,AED,392.92,58.94
2020/7/12,SALE,ZA,EUR,457.52,77.78
2020/6/28,sale,CZ,EUR,500.52,85.09
2020/9/27,sale,ZA,AED,512.68,87.16
2020/1/3,sale,ZA,USD,56.45,10.16
2020/1/17,SALE,CZ,USD,254.64,45.84
2020/7/17,sele,ZA,PLN,296.43,71.14
2020/5/4,SALE,Italy,EUR,661.54,145.54
2020/9/26,SALE,US,AED,724.16,144.83
2020/9/13,sele,Italy,GBP,571.43,114.29
2020/5/18,SALE,United States,CZK,652.24,91.31
2020/5/23,PURCHASE,GB,CZK,426.92,98.19
2020/8/12,sale,IT,EUR,692.85,152.43
2020/3/6,sele,CZ,EUR,208.73,25.05
2020/11/10,sale,PL,CZK,123.44,16.05
2020/3/10,parchase,PL,USD,435.69,95.85
2020/12/12,SALE,ZA,AED,629.88,107.08
2020/6/29,parchase,PL,AED,297.25,53.5
2020/9/12,sele,US,ZAR,738.08,125.47
2020/11/25,parchase,Italy,CZK,624.54,143.64
2020/1/16,sale,IT,USD,185.13,40.73
2020/12/29,PURCHASE,US,GBP,684.83,123.27
2020/11/7,parchase,CZ,AED,648.25,110.2
2020/12/2,PURCHASE,PL,GBP,709.57,85.15
2020/5/15,purchase,US,GBP,154.99,31.0
2020/12/6,sele,US,CZK,419.46,100.67
2020/1/28,PURCHASE,Italy,GBP,577.08,103.87
2020/9/26,Purchase,Italy,GBP,692.08,124.57
2020/12/3,Purchase,GB,EUR,779.33,148.07
2020/5/21,purchase,US,PLN,687.3,158.08
2020/2/2,sele,IT,ZAR,800.47,136.08
2020/4/27,sale,CZ,GBP,143.79,20.13
2020/3/23,purchase,GB,CZK,231.89,41.74
2020/7/29,sele,PL,USD,581.54,127.94
2020/9/1,purchase,PL,EUR,387.3,46.48
2020/5/1,sele,IT,ZAR,728.29,123.81
2020/5/29,purchase,ZA,PLN,806.17,120.93
2020/11/16,PURCHASE,ZA,AED,756.75,128.65
2020/8/1,parchase,GB,USD,62.26,9.34
2020/6/10,sele,PL,ZAR,287.62,43.14
2020/11/19,sale,CZ,USD,239.3,40.68
2020/12/6,PURCHASE,Italy,EUR,632.18,94.83
2020/1/22,purchase,United States,PLN,113.48,28.37
2020/2/5,Purchase,ZA,GBP,8.37,1.67
2020/4/10,parchase,Italy,ZAR,147.89,23.66
2020/5/11,Purchase,US,USD,404.5,56.63
2020/10/11,SALE,PL,EUR,579.02,115.8
2020/5/9,sale,Italy,ZAR,326.3,65.26
2020/2/21,sele,United States,ZAR,792.5,126.8
2020/6/26,parchase,Poland,CZK,505.56,111.22
2020/6/12,Purchase,United States,CZK,775.16,147.28
2020/11/18,sele,PL,EUR,573.19,131.83
2020/5/23,sele,Italy,CZK,514.81,128.7
2020/6/25,sele,GB,EUR,11.28,2.82
2020/9/29,SALE,CZ,USD,499.34,124.83
2020/2/17,parchase,PL,CZK,785.58,188.54
2020/7/18,sele,GB,GBP,446.91,67.04
2020/4/3,parchase,Great Britain,GBP,683.22,116.15
2020/6/25,parchase,GB,GBP,585.81,105.45
2020/12/22,Sale,IT,ZAR,29.98,5.1
2020/5/16,PURCHASE,US,GBP,269.8,40.47
2020/3/6,Sale,Great Britain,PLN,717.32,172.16
2020/7/18,Purchase,AE,CZK,316.15,69.55
2020/11/1,Purchase,Italy,EUR,111.12,25.56
2020/10/21,purchase,Poland,ZAR,154.52,37.08
2020/12/14,Purchase,PL,AED,545.0,87.2
2020/10/7,Purchase,GB,GBP,128.52,17.99
2020/8/20,sele,ZA,EUR,750.24,187.56
2020/6/6,sale,US,PLN,555.36,127.73
2020/2/21,sele,US,AED,350.76,73.66
2020/3/23,SALE,Poland,USD,309.21,77.3
2020/10/11,Sale,US,USD,425.66,72.36
2020/10/9,Sale,US,GBP,797.73,143.59
2020/4/28,Purchase,CZ,EUR,565.1,141.28
2020/12/29,Sale,IT,CZK,229.28,55.03
2020/3/4,sele,PL,GBP,154.37,23.16
2020/4/8,sale,ZA,EUR,214.79,40.81
2020/9/17,sale,PL,ZAR,747.76,134.6
2020/1/26,sele,United States,AED,771.21,169.67
2020/6/10,Sale,AE,ZAR,324.44,71.38
2020/1/24,PURCHASE,ZA,GBP,100.84,14.12
2020/1/4,PURCHASE,PL,AED,787.45,157.49
2020/9/2,Sale,IT,ZAR,552.64,93.95
2020/6/24,SALE,United States,USD,223.04,33.46
2020/7/18,purchase,Poland,GBP,379.22,94.81
2020/10/4,SALE,IT,EUR,410.69,49.28
2020/6/23,sale,PL,USD,92.31,12.0
2020/7/4,Sale,Poland,GBP,433.88,60.74
2020/5/27,PURCHASE,Italy,AED,8.3,1.41
2020/3/6,SALE,Great Britain,GBP,42.04,5.04
2020/10/17,PURCHASE,AE,AED,516.17,129.04
2020/11/22,parchase,Poland,PLN,89.38,22.34
2020/11/17,parchase,Italy,ZAR,223.02,26.76
2020/4/17,sale,Poland,ZAR,791.96,102.95
2020/2/4,parchase,AE,USD,656.61,98.49
2020/11/29,parchase,AE,GBP,803.86,160.77
2020/9/27,Sale,Italy,GBP,607.1,91.06
2020/4/24,parchase,GB,PLN,553.03,121.67
2020/10/16,Sale,Poland,GBP,136.99,32.88
2020/9/12,purchase,Poland,ZAR,324.47,58.4
2020/9/27,sele,IT,AED,414.37,87.02
2020/9/28,purchase,AE,AED,164.23,21.35
2020/4/13,SALE,PL,CZK,201.72,34.29
2020/2/4,PURCHASE,ZA,ZAR,729.77,124.06
2020/9/19,purchase,ZA,AED,683.19,150.3
2020/7/1,purchase,ZA,EUR,488.71,87.97
2020/1/13,SALE,US,AED,548.02,87.68
2020/11/16,PURCHASE,CZ,ZAR,581.27,104.63
2020/4/23,purchase,ZA,PLN,524.15,62.9
2020/1/9,sele,Poland,CZK,317.11,69.76
2020/8/26,purchase,United States,CZK,220.11,39.62
2020/12/9,Purchase,Poland,GBP,237.75,52.3
2020/9/6,Purchase,Italy,USD,399.04,83.8
2020/9/25,sale,United States,GBP,357.54,78.66
2020/2/12,parchase,Great Britain,AED,164.26,37.78
2020/12/16,Sale,Italy,USD,493.47,118.43
2020/9/9,PURCHASE,IT,CZK,600.65,138.15
2020/10/1,sele,US,GBP,135.42,29.79
2020/12/15,purchase,Poland,AED,252.35,45.42
2020/8/26,Purchase,IT,USD,243.99,58.56
2020/1/1,sale,ZA,PLN,294.57,50.08
2020/9/22,purchase,Great Britain,PLN,799.76,167.95
2020/4/17,sale,United States,PLN,578.23,115.65
2020/3/23,sele,ZA,EUR,226.05,42.95
2020/12/27,Purchase,Italy,AED,259.49,41.52
2020/2/27,Purchase,US,CZK,382.64,65.05
2020/5/4,sele,CZ,PLN,59.95,8.39
2020/12/11,parchase,GB,USD,159.78,30.36
2020/10/1,Purchase,GB,USD,512.43,87.11
2020/2/17,sale,IT,CZK,606.98,109.26
2020/5/22,SALE,US,EUR,147.32,20.62
2020/9/20,parchase,Great Britain,PLN,201.57,24.19
2020/6/17,purchase,GB,USD,794.48,166.84
2020/9/29,SALE,GB,GBP,63.02,13.23
2020/10/28,SALE,Great Britain,EUR,222.87,28.97
2020/7/10,PURCHASE,IT,ZAR,474.43,109.12
2020/2/4,sele,PL,AED,436.4,78.55
2020/12/27,Purchase,Italy,EUR,459.41,73.51
2020/2/15,sale,Poland,ZAR,486.38,58.37
2020/5/24,sele,GB,AED,719.53,136.71
2020/8/28,sale,Italy,CZK,273.6,49.25
2020/8/27,parchase,United States,GBP,696.64,83.6
2020/7/16,Sale,PL,GBP,612.96,104.2
2020/11/15,SALE,Italy,EUR,69.41,13.88
2020/2/10,Purchase,United States,GBP,619.12,148.59
2020/7/9,sale,Great Britain,EUR,92.39,11.09
2020/3/3,PURCHASE,CZ,GBP,279.98,53.2
2020/4/4,SALE,Great Britain,EUR,521.97,83.52
2020/2/28,purchase,Poland,AED,226.22,56.55
2020/5/1,purchase,ZA,PLN,781.99,117.3
2020/4/12,sale,Italy,AED,248.1,44.66
2020/1/7,sale,PL,GBP,548.13,76.74
2020/2/1,Purchase,IT,EUR,758.2,166.8
2020/5/3,Purchase,ZA,ZAR,188.84,35.88
2020/3/19,sale,AE,CZK,473.71,90.0
2020/9/25,Purchase,ZA,USD,650.99,156.24
2020/1/25,PURCHASE,CZ,ZAR,74.71,13.45
2020/3/9,parchase,Great Britain,USD,775.93,170.7
2020/9/16,sale,Great Britain,GBP,176.35,26.45
2020/3/18,parchase,PL,PLN,672.47,114.32
2020/1/13,purchase,AE,GBP,277.06,55.41
2020/11/27,purchase,IT,EUR,588.29,94.13
2020/5/16,sale,Great Britain,GBP,703.61,112.58
2020/1/3,Purchase,AE,PLN,336.89,53.9
2020/1/5,parchase,Great Britain,CZK,38.59,5.4
2020/2/29,sale,AE,AED,310.92,40.42
2020/3/26,PURCHASE,AE,AED,538.63,118.5
2020/9/9,sale,AE,AED,255.95,35.83
2020/3/19,Sale,United States,GBP,797.05,199.26
2020/4/17,SALE,GB,PLN,368.9,62.71
2020/12/20,SALE,GB,EUR,419.14,79.64
2020/11/1,Sale,Great Britain,AED,253.02,30.36
2020/7/21,Purchase,Italy,EUR,583.08,87.46
2020/1/8,sale,Italy,USD,313.77,59.62
2020/12/29,Purchase,IT,USD,486.19,58.34
2020/1/19,SALE,GB,GBP,341.28,81.91
2020/10/1,parchase,AE,AED,448.71,89.74
2020/9/1,parchase,US,CZK,262.51,49.88
2020/11/23,Purchase,Italy,ZAR,308.0,67.76
2020/3/14,Sale,PL,GBP,764.0,129.88
2020/4/10,sele,GB,USD,66.58,9.32
2020/12/5,SALE,Poland,PLN,597.11,95.54
2020/4/3,Purchase,AE,AED,561.89,112.38
2020/2/7,sale,CZ,GBP,616.46,123.29
2020/12/25,Sale,Italy,AED,608.64,73.04
2020/7/26,PURCHASE,Great Britain,CZK,524.91,62.99
2020/9/5,Purchase,AE,ZAR,518.91,98.59
2020/6/14,sale,Italy,AED,29.79,3.87
2020/8/24,SALE,US,EUR,139.94,23.79
2020/5/17,Sale,US,ZAR,57.21,6.87
2020/8/10,parchase,AE,GBP,477.23,95.45
2020/9/5,Sale,IT,EUR,369.39,55.41
2020/4/17,SALE,Italy,PLN,539.72,129.53
2020/9/15,Purchase,ZA,USD,571.32,68.56
